count: authors
15: Guangming Shi, Lei Zhang 0006, Weisheng Dong, 
15: Aleksandra Pizurica, Hiêp Quang Luong, Wilfried Philips, 
15: Susanto Rahardja, Xiao Lin 0001, Zhengguo Li, 
15: Jian Feng, Kwok-Tung Lo, Wing-Fai Poon, 
15: Osvaldo Simeone, Umberto Spagnolini, Yeheskel Bar-Ness, 
15: Hessam Mahdavifar, Inyup Kang, Jungwon Lee, 
15: Hessam Mahdavifar, Inyup Kang, Mostafa El-Khamy, 
15: Hessam Mahdavifar, Jungwon Lee, Mostafa El-Khamy, 
15: Aiping Lu, Guang Zheng, Miao Jiang 0001, 
15: Minjian Zhao, Rodrigo C. de Lamare, Yunlong Cai, 
15: Alessandro Tomasoni, Marco Ferrari, Sandro Bellini, 
15: Khalid A. Qaraqe, Mohamed M. Abdallah, Mohamed-Slim Alouini, 
15: Behrooz Makki, Thomas Eriksson, Tommy Svensson, 
15: Pengcheng Zhu, Xiaohu You, Yan Wang, 
15: Arumugam Nallanathan, The-Hanh Pham, Ying-Chang Liang, 
15: Fabio Mesiti, Fred Daneshgaran, Massimiliano Laddomada, 
15: Fabio Mesiti, Marina Mondin, Massimiliano Laddomada, 
15: Fabien Heliot, Muhammad Ali Imran, Rahim Tafazolli, 
15: Francisco Ganhão, Luis Bernardo, Paulo Pinto, 
15: Geert Ysebaert, Gert Cuypers, Marc Moonen, 
15: Albert Guillen i Fabregas, Khoa D. Nguyen, Lars K. Rasmussen, 
15: Eduardo Martos-Naya, F. Javier López-Martínez, José F. Paris, 
15: Bartolomeo Montrucchio, Filippo Gandino, Maurizio Rebaudengo, 
15: Filippo Giannetti, Ivan Stupia, Vincenzo Lottici, 
15: Harald Haas, Marco Di Renzo, Sinan Sinanovic, 
15: Chintha Tellambura, Hai Jiang, Saman Atapattu, 
15: Amr Ismail, Hikmet Sari, Jocelyn Fiorina, 
15: Jiaru Lin, Kai Chen 0013, Kai Niu, 
15: Lajos Hanzo, Lie-Liang Yang, Sohail Ahmed, 
15: Armin Krieg, Christian Steger, Josef Haid, 
15: Cynthia E. Irvine, Thuy D. Nguyen, Timothy E. Levin, 
15: Henry Tirri, Petri Myllymäki, Tomi Silander, 
15: Hui Wang 0001, Juan Carlos Augusto, Jun Liu, 
15: Eva Cerezo, Isabelle Hupont, Sandra Baldassarri, 
15: Hristijan Gjoreski, Matjaz Gams, Mitja Lustrek, 
15: F. Javier Ortega, Fermín L. Cruz, José A. Troyano, 
15: Agustín C. Caminero, Antonio Robles-Gómez, Llanos Tobarra, 
15: Agustín C. Caminero, Llanos Tobarra, Roberto Hernández, 
15: Agustín C. Caminero, Llanos Tobarra, Salvador Ros, 
15: Constantinos Mourlas, George Samaras, Nikos Tsianos, 
15: Constantinos Mourlas, George Samaras, Zacharias Lekkas, 
15: Constantinos Mourlas, Nikos Tsianos, Panagiotis Germanakos, 
15: Constantinos Mourlas, Panagiotis Germanakos, Zacharias Lekkas, 
15: Davinia Hernández Leo, Josep Blat, Mar Pérez-Sanagustín, 
15: Antonio Rosa, David Bestor, Matthew Hubbell, 
15: Lok Ming Lui, Paul M. Thompson, Tony F. Chan, 
15: Arthur W. Toga, Paul M. Thompson, Yonggang Shi, 
15: Gregorio Díaz, María-Emilia Cambronero, Valentin Valero, 
15: Albert J. Sinusas, Ben A. Lin, James S. Duncan, 
15: Conrad Shayo, Janice C. Sipior, Susan A. Vowels, 
15: A. David Edwards, Joseph V. Hajnal, Paul Aljabar, 
15: A. David Edwards, Joseph V. Hajnal, Serena J. Counsell, 
15: Hiroshi Fujita 0001, Takeshi Hara, Tokiko Endo, 
15: Brian B. Avants, James C. Gee, Nicholas J. Tustison, 
15: Masahiko Nakamoto, Shinichi Tamura, Yoshinobu Sato, 
15: Tony F. Chan, Xianfeng Gu, Yalin Wang, 
15: Boudewijn P. F. Lelieveldt, Johan H. C. Reiber, Milan Sonka, 
15: Boudewijn P. F. Lelieveldt, Johan H. C. Reiber, Rob J. van der Geest, 
15: Lei Ju, Xin Li 0002, Zhiping Jia, 
15: Denis Rivière, Jean Régis, Jean-Francois Mangin, 
15: Greig I. de Zubicaray, Marina Barysheva, Ming-Chang Chiang, 
15: Katie McMahon, Marina Barysheva, Ming-Chang Chiang, 
15: David J. Hawkes, Marc Modat, Sébastien Ourselin, 
15: Colin Studholme, François Rousseau, Piotr A. Habas, 
15: Masato Yoshimi, Noriko Hiroi, Yuichiro Shibata, 
15: Giannis Kazdaridis, Leandros Tassiulas, Thanasis Korakis, 
15: Agustín Álvarez Marquina, María Victoria Rodellar Biarge, Rafael Martínez-Olalla, 
15: Dongkyun Kim, Safdar Hussain Bouk, Syed Hassan Ahmed, 
15: Ashiq Anjum, Irfan Habib, Richard McClatchey, 
15: Antonio Rosa, David Bestor, Julie Mullen, 
15: David Bestor, Jeremy Kepner, Peter Michaleas, 
15: Agatha D. Lee, Caroline C. Brun, Natasha Lepore, 
15: Agatha D. Lee, Caroline C. Brun, Paul M. Thompson, 
15: Agatha D. Lee, Katie McMahon, Natasha Lepore, 
15: Agatha D. Lee, Margaret J. Wright, Natasha Lepore, 
15: Agatha D. Lee, Paul M. Thompson, Yi-Yu Chou, 
15: Greig I. de Zubicaray, Natasha Lepore, Yi-Yu Chou, 
15: Katie McMahon, Margaret J. Wright, Yi-Yu Chou, 
15: Katie McMahon, Natasha Lepore, Yi-Yu Chou, 
15: Katie McMahon, Paul M. Thompson, Yi-Yu Chou, 
15: Margaret J. Wright, Natasha Lepore, Yi-Yu Chou, 
15: Margaret J. Wright, Paul M. Thompson, Yi-Yu Chou, 
15: Joseph V. Hajnal, Mary A. Rutherford, Paul Aljabar, 
15: Alexander Schmidt-Richberg, Heinz Handels, René Werner, 
15: Alexander Schmidt-Richberg, Jan Ehrhardt, René Werner, 
15: Adrián Cristal, Oscar Palomar, Santhosh Kumar Rethinagiri, 
15: Bernhard Tilg, Gerald Fischer, Robert Modre, 
15: Andrew H. Gee, Laurence H. Berman, Richard W. Prager, 
15: Nikolay V. Vasilyev, Pedro J. del Nido, Robert D. Howe, 
15: Bradley R. Schmerl, David Garlan, Shang-Wen Cheng, 
15: Kawal S. Rhode, R. James Housden, YingLiang Ma, 
15: Jacobus H. Koolen, Katharina T. Huber, Vincent Moulton, 
15: Domenico Cotroneo, Roberto Pietrantuono, Stefano Russo, 
15: James C. Sturm, Sigurd Wagner, Warren Rieutort-Louis, 
15: Carol Zander, Kate Sanders, Robert McCartney, 
15: Paolo Bottoni, Piero Mussio, Stefano Levialdi, 
15: Daqing Zhang, Hongbo Ni, Xingshe Zhou, 
15: Andreas F. Koschan, Chung-Hao Chen, Mongi A. Abidi, 
15: Alessandro Provetti, Emilio Ferrara, Pasquale De Meo, 
15: Carmelo Militello, Filippo Sorbello, Salvatore Vitabile, 
15: Jinhui Tang, Xian-Sheng Hua, Xiuqing Wu, 
15: Guoliang Xue, Lingjun Li, Xinxin Zhao, 
15: Giorgio Iacobellis, Maria Pia Fanti, Walter Ukovich, 
15: H. Van Dyke Parunak, John A. Sauter, Sven Brueckner, 
15: Beatrice Lazzerini, Francesco Marcelloni, Marco Cococcioni, 
15: Kaiqi Huang, Tieniu Tan, Yongzhen Huang, 
15: Anna Cavallini, Giuseppe Micieli, Silvana Quaglini, 
15: Evaristo J. Abril, Juan Carlos Aguado, Noemí Merayo, 
15: Evaristo J. Abril, Juan Carlos Aguado, Ramón J. Durán, 
15: Ignacio de Miguel, Juan Carlos Aguado, Noemí Merayo, 
15: Ignacio de Miguel, Juan Carlos Aguado, Ramón J. Durán, 
15: Juan Carlos Aguado, Noemí Merayo, Patricia Fernández, 
15: Juan Carlos Aguado, Noemí Merayo, Ramón J. Durán, 
15: Juan Carlos Aguado, Patricia Fernández, Ramón J. Durán, 
15: Cristian Pinzón, Javier Bajo, Juan Francisco de Paz, 
15: Dragan Gasevic, Jelena Jovanovic, Zoran Jeremic, 
15: Anne E. James, Nazaraf Shah, Rahat Iqbal, 
15: Jilian Zhang, Shichao Zhang, Xiaofeng Zhu, 
15: Amparo Alonso-Betanzos, David Martínez-Rego, Oscar Fontenla-Romero, 
15: Damiano Spina, Enrique Amigó, Julio Gonzalo, 
15: Emilio Ferrara, Giacomo Fiumara, Salvatore Catanese, 
15: Fernando Bobillo, Juan Gómez-Romero, Miguel Delgado, 
15: Chew Lim Tan, Palaiahnakote Shivakumara, Tong Lu, 
15: Antonio Fernández-Caballero, José Mira, María T. López, 
15: José Mira, María T. López, Miguel Angel Fernández, 
15: Chengjie Sun, Lei Lin, Xiaolong Wang, 
15: Angelo Gargantini, Elvinia Riccobene, Paolo Arcaini, 
15: Giuliano Antoniol, Paolo Tonella, Roberto Fiutem, 
15: Genoveffa Tortora, Ignazio Passero, Rita Francese, 
15: Manuel Núñez, Mercedes G. Merayo, Robert M. Hierons, 
15: Ahmed E. Hassan, Bram Adams, Zhen Ming Jiang, 
15: Daniel Sánchez, Maria J. Martín-Bautista, María Amparo Vila Miranda, 
15: Eric SanJuan, Véronique Moriceau, Xavier Tannier, 
15: Margaret M. Burnett, Simone Stumpf, Weng-Keen Wong, 
15: Emmanuel Hebrard, Toby Walsh, Zeynep Kiziltan, 
15: Hiroaki Kitano, Manuela M. Veloso, Minoru Asada, 
15: Adam J. Grove, Daphne Koller, Joseph Y. Halpern, 
15: Dion Hoe-Lian Goh, Kalyani Chatterjea, Yin Leng Theng, 
15: Marc Denecker, Maurice Bruynooghe, Ofer Arieli, 
15: Omar Benjelloun, Serge Abiteboul, Tova Milo, 
15: Di Yang, Elke A. Rundensteiner, Matthew O. Ward, 
15: Abraham Silberschatz, Henry F. Korth, Rajeev Rastogi, 
15: Muhammad Aamir Cheema, Wenjie Zhang, Ying Zhang, 
15: Beatriz Sousa Santos, Joaquim Madeira, Samuel S. Silva, 
15: Wenwen Dou, William Ribarsky, Xiaoyu Wang, 
15: Jatin Relan, Maxime Sermesant, Nicholas Ayache, 
15: Antonis Daskalakis, Dionisis Cavouras, George Nikiforidis, 
15: Hirokazu Kato, Jun Miyazaki, Takafumi Taketomi, 
15: Anibal T. de Almeida, Lino Marques, Mahmoud Tavakoli, 
15: Andrés Marín, Daniel Díaz Sánchez, Florina Almenárez Mendoza, 
15: Andrea Facchinetti, Claudio Cobelli, Giovanni Sparacino, 
15: Albert Reuther, Chansup Byun, Julie Mullen, 
15: Gustavo Marrero Callicó, Roberto Sarmiento, Sebastián López, 
15: Dongwon Jeong, Doo-Kwon Baik, Jinhyung Kim, 
15: Glenn Van Wallendael, Rik Van de Walle, Sebastiaan Van Leuven, 
15: Guilherme Corrêa, Luciano Volcan Agostini, Luís Alberto da Silva Cruz, 
15: Jani Lainema, Kemal Ugur, Moncef Gabbouj, 
15: Johan J. Lukkien, Martijn M. H. P. van den Heuvel, Reinder J. Bril, 
15: Andreas W. M. Dress, Katharina T. Huber, Vincent Moulton, 
15: Anna Lubiw, Erik D. Demaine, Joseph O'Rourke, 
15: Anna Lubiw, Joseph O'Rourke, Martin L. Demaine, 
15: Erik D. Demaine, Godfried T. Toussaint, Joseph O'Rourke, 
15: Jie Yang 0002, Qiang Wu, Xiangjian He, 
15: Peter Lambert, Rik Van de Walle, Stefaan Mys, 
15: Alexis Joly, Hervé Goëau, Pierre Bonnet, 
15: Alberto Pretto, Emanuele Menegatti, Enrico Pagello, 
15: Ludovico Antonio Muratori, Paola Salomoni, Silvia Mirri, 
15: Qingming Huang, Shuhui Wang, Shuqiang Jiang, 
15: Stephen D. Howard, William Moran 0001, Zhenliang Zhang, 
15: Hayssam Dahrouj, Mohamed-Slim Alouini, Tareq Y. Al-Naffouri, 
15: Patricia Fernández, Rubén M. Lorenzo, Santiago Mazuelas, 
15: Marko Hännikäinen, Mauri Kuorilehto, Timo D. Hämäläinen, 
15: Luigi V. Mancini, Mauro Conti, Roberto Di Pietro, 
15: Francky Catthoor, Liesbet Van der Perre, Sofie Pollin, 
15: Jing Wang 0001, Shidong Zhou, Xiang Chen, 
15: Elli Kartsakli, Jesus Alonso-Zarate, Luis Alonso 0001, 
15: Alessandro Vanelli-Coralli, Enzo Alberto Candreva, Giovanni Emanuele Corazza, 
15: Haiguang Yang, Jianyu Yang, Junjie Wu, 
15: Haiguang Yang, Junjie Wu, Yulin Huang, 
15: Anna S. Toporkova, Dmitry Yemelyanov, Victor V. Toporkov, 
15: Fabio Baselice, Giampaolo Ferraioli, Vito Pascazio, 
15: Chong-Yung Chi, Tsung-Han Chan, Wing-Kin Ma, 
15: Björn E. Ottersten, Emil Björnson, Mats Bengtsson, 
15: Gregor von Bochmann, Guy-Vincent Jourdan, Iosif-Viorel Onut, 
15: Armando Astarloa, Jesús Lázaro, Unai Bidarte, 
15: Antonino Tumeo, Fabrizio Ferrandi, Gianluca Palermo, 
15: Hideharu Amano, Masato Yoshimi, Yuri Nishikawa, 
15: David Atienza, Dimitrios Soudris, Stylianos Mamagkakis, 
15: Antonio Robles-Gómez, Aurelio Bermúdez, Rafael Casado, 
15: Arnaud Liefooghe, Clarisse Dhaenens, Sébastien Vérel, 
15: Dong Yi, Shengcai Liao, Stan Z. Li, 
15: Daniel J. Bernstein, Ruben Niederhagen, Tanja Lange, 
15: Bipan Tudu, Nabarun Bhattacharyya, Rajib Bandyopadhyay, 
15: Mark Robinson, Neil Davey, Rod Adams, 
15: Mark Robinson, Neil Davey, Yi Sun, 
15: Mark Robinson, Rod Adams, Yi Sun, 
15: Dat Tran, Phuoc Nguyen, Wanli Ma, 
15: Shaohan Hu, Shen Li, Tarek F. Abdelzaher, 
15: Aleksey Buzmakov, Amedeo Napoli, Sergei O. Kuznetsov, 
15: Haibo Gao, Liang Ding, Zongquan Deng, 
15: Anton van den Hengel, Chunhua Shen, Peng Wang, 
15: Christian Menolfi, Peter Buchmann, Thomas Morf, 
15: Andrew Prout, Bill Bergeron, Chansup Byun, 
15: Hiroshi Kimura, Jun Takamatsu, Katsushi Ikeuchi, 
15: Gabriele Bruzzone, Gianmarco Veruggio, Massimo Caccia, 
15: Bin Li, Minghui Wang, Shugen Ma, 
15: Fumihito Arai, Tomohiro Kawahara, Yoko Yamanishi, 
15: Abdsamad Benkrid, Danny Crookes, Khaled Benkrid, 
15: Fucai Yu, Sang-Ha Kim, Younghwan Choi, 
15: Naoto Iwahashi, Takayuki Nagai, Tomoaki Nakamura, 
15: Hirohisa Hirukawa, Kazuhito Yokoi, Shuuji Kajita, 
15: Houxiang Zhang, Jianwei Zhang 0001, Wei Wang 0034, 
15: Luis Fernando D'Haro, Ricardo de Córdoba, Rubén San Segundo, 
15: José María Gutiérrez, José Ramón Hilera, Luis de Marcos, 
15: Patrick Bonnin, Pierre Blazevic, Vincent Hugel, 
15: Akira Funahashi, Hideharu Amano, Masato Yoshimi, 
15: Akira Funahashi, Hideharu Amano, Noriko Hiroi, 
15: Akira Funahashi, Hideharu Amano, Yuichiro Shibata, 
15: Akira Funahashi, Masato Yoshimi, Noriko Hiroi, 
15: Akira Funahashi, Masato Yoshimi, Yasunori Osana, 
15: Akira Funahashi, Masato Yoshimi, Yuichiro Shibata, 
15: Akira Funahashi, Noriko Hiroi, Yasunori Osana, 
15: Akira Funahashi, Noriko Hiroi, Yuichiro Shibata, 
15: Akira Funahashi, Yasunori Osana, Yuichiro Shibata, 
15: Hideharu Amano, Masato Yoshimi, Noriko Hiroi, 
15: Hideharu Amano, Masato Yoshimi, Yuichiro Shibata, 
15: Hideharu Amano, Noriko Hiroi, Yuichiro Shibata, 
15: Hideharu Amano, Yasunori Osana, Yuichiro Shibata, 
15: Masato Yoshimi, Yasunori Osana, Yuichiro Shibata, 
15: Noriko Hiroi, Yasunori Osana, Yuichiro Shibata, 
15: Atsushi Kanai, Hiroyuki Sato, Shigeaki Tanimoto, 
15: Habib Mehrez, Vinod Pangracious, Zied Marrakchi, 
15: Eric Martin 0001, Eric Senn, Nathalie Julien, 
15: Cliff Young, David E. Shaw, Ron O. Dror, 
15: David E. Shaw, J. P. Grossman, Ron O. Dror, 
15: David E. Shaw, John K. Salmon, Ron O. Dror, 
15: Jafar M. Al-Kofahi, Tien N. Nguyen, Tung Thanh Nguyen, 
15: Charles J. Alpert, Cliff C. N. Sze, Zhuo Li 0001, 
15: Jörg Mische, Sascha Uhrig, Theo Ungerer, 
15: Alex Dytso, Daniela Tuninetti, Natasha Devroye, 
15: Chuang Lin, Xuemin Shen, Yixin Jiang, 
15: Andreas S. Pomportsis, Mohammad S. Obaidat, Petros Nicopolitidis, 
15: Sanjeev Setia, Sencun Zhu, Sushil Jajodia, 
15: Carlos León, Francisco Javier Molina, Julio Barbancho, 
15: Emilio Ancillotti, Marco Conti, Raffaele Bruno, 
15: Alberto García-Martínez, Arturo Azcorra, Marcelo Bagnulo, 
15: M. Y. Sanadidi, Mario Gerla, Ren Wang, 
15: Jiman Hong, Junyoung Heo, Sangho Yi, 
15: Ana Pont, Josep Domènech, José A. Gil, 
15: Akitsugu Nadai, Makoto Satake, Toshihiko Umehara, 
15: Branka Vucetic, Peng Wang, Yonghui Li, 
15: Francesco Pantisano, Mehdi Bennis, Walid Saad, 
15: Anja Klein 0002, Hussein Al-Shatri, Tobias Weber, 
15: Angel M. Gomez, Antonio M. Peinado, Victoria E. Sánchez, 
15: Pin-Han Ho, Rongxing Lu, Xuemin Shen, 
15: Huaiyu Dai, Peng Ning, Xiaofan He, 
15: Erry Gunawan, Yong Liang Guan, Yong Zeng, 
15: Hyuck M. Kwon, Jie Yang 0021, Kanghee Lee, 
15: Depeng Jin, Sheng Chen 0001, Yong Li 0008, 
15: Scott F. Midkiff, Y. Thomas Hou, Yi Shi, 
15: Antti Tölli, Marian Codreanu, Markku J. Juntti, 
15: Antonella Molinaro, Antonino Orsino, Giuseppe Araniti, 
15: Albert Reuther, Bill Bergeron, Julie Mullen, 
15: Duncan S. Wong, Guomin Yang, Qiong Huang, 
15: Claudia Soria, Monica Monachini, Nicoletta Calzolari, 
15: Donato D'Ambrosio, Giuseppe A. Trunfio, Rocco Rongo, 
15: Frédéric Pascal 0001, Jean Philippe Ovarlez, Philippe Forster, 
15: Jeffrey G. Andrews, Kaibin Huang, Robert W. Heath Jr., 
15: Tülay Adali, Vince D. Calhoun, Yi-Ou Li, 
15: Chiori Hori, Hideki Kashioka, Shigeki Matsuda, 
15: Bruno Sinopoli, Dragana Bajovic, João Manuel Freitas Xavier, 
15: A. Robert Calderbank, Lawrence Carin, Miguel R. D. Rodrigues, 
15: Jerzy Smyrski, Michal Silarski, Piotr Salabura, 
15: Chao-Tsung Huang, Liang-Gee Chen, Po-Chih Tseng, 
15: Hongbin Li, Jun Fang, Yanning Shen, 
15: Baofeng Ji, Luxi Yang, Yongming Huang, 
15: Jan Cornelis, Peter Schelkens, Yiannis Andreopoulos, 
15: Cesare Furlanello, Giuseppe Jurman, Stefano Merler, 
15: Carlos De Marziani, Jesús Ureña, Álvaro Hernández, 
15: Juan Jesús García, Manuel Mazo, Álvaro Hernández, 
15: Ming Li 0004, Peng Zhang, Yan Wu 0003, 
15: Ali Pezeshki, Edwin K. P. Chong, Stephen D. Howard, 
15: Ali Pezeshki, Stephen D. Howard, Zhenliang Zhang, 
15: Edwin K. P. Chong, Stephen D. Howard, William Moran 0001, 
15: Edwin K. P. Chong, Stephen D. Howard, Zhenliang Zhang, 
15: Behrouz Minaei-Bidgoli, Hamid Parvin, Hosein Alizadeh, 
15: Bengt Lennartson, Knut Åkesson, Sajed Miremadi, 
15: Adam Wright, Blackford Middleton, Dean F. Sittig, 
15: Dietlind Wahner-Roedler, Peter L. Elkin, Steven H. Brown, 
15: Cristian Barrué, Roberta Annicchiarico, Ulises Cortés, 
15: Jorge Mendes, João Paulo Fernandes, João Saraiva, 
15: Everton Cavalcante, Flávia Coimbra Delicato, Paulo F. Pires, 
15: Darnes Vilariño Ayala, David Pinto, Mireya Tovar, 
15: Bernhard Raaf, Simone Redana, Ömer Bulakci, 
15: Antonio Rosa, Julie Mullen, William Arcand, 
15: Ion Stoica, Joseph M. Hellerstein, Peter Bailis, 
15: Albert Weichselbraun, Arno Scharl, Gerhard Wohlgenannt, 
15: F. Javier Zarazaga-Soria, Javier Nogueras-Iso, Rubén Béjar, 
15: Fei Wu, Yi Yang, Yueting Zhuang, 
15: Andrew M. Olson, Barrett R. Bryant, Carol C. Burt, 
15: Andrew M. Olson, Carol C. Burt, Mikhail Auguston, 
15: Andrew M. Olson, Carol C. Burt, Rajeev R. Raje, 
15: Barrett R. Bryant, Carol C. Burt, Mikhail Auguston, 
15: Barrett R. Bryant, Carol C. Burt, Rajeev R. Raje, 
15: Carol C. Burt, Mikhail Auguston, Rajeev R. Raje, 
15: Alexander Quinte, Wilfried Jakob, Wolfgang Süß, 
15: Liuqing Yang, Miaowen Wen, Xiang Cheng, 
15: Alex Graudenzi, Marco Villani, Roberto Serra, 
15: Ralf Steinmetz, Stefan Göbel, Viktor Wendel, 
15: Jan Nouza, Jan Silovský, Jindrich Zdánský, 
15: Francesc Alías, Joan Claudi Socoró, Xavier Sevillano, 
15: Hiroyuki Ishii, Massimiliano Zecca, Salvatore Sessa, 
15: Achour Mostéfaoui, Jean-Michel Hélary, Michel Raynal, 
15: Eduardo César, Emilio Luque, Joan Sorribes, 
15: Dongxiao Yu, Qiang-Sheng Hua, Yuexuan Wang, 
15: Mark Hartswood, Rob Procter, Roger Slack, 
15: Agma J. M. Traina, Caetano Traina Jr., Paulo M. Azevedo-Marques, 
15: Albert Reuther, Andrew Prout, David Bestor, 
15: Karl Heinz Höhne, Thomas Schiemann, Ulf Tiede, 
15: Canh Ngo, Cees de Laat, Yuri Demchenko, 
15: Adegboyega K. Ojo, Elsa Estevez, Tomasz Janowski, 
15: Mikhail M. Svinin, Shigeyuki Hosoe, Zhi Wei Luo, 
15: Nicolle M. Correa, Tülay Adali, Vince D. Calhoun, 
15: Bill Bergeron, David Bestor, Jeremy Kepner, 
15: Shigeki Miyabe, Shoji Makino, Takeshi Yamada, 
15: Albert Reuther, Julie Mullen, Peter Michaleas, 
15: M. Esperanza Manso, Marcela Genero, Mario Piattini, 
15: Javier Ramírez, Míriam López, Rosa Chaves, 
15: Irina Coviello, Nicola Pergola, Valerio Tramutoli, 
15: Makoto Takizawa, Tomoya Enokido, Valbona Barolli, 
15: Estefania Argente, Vicente J. Botti, Vicente Julián, 
15: Christophe Gravier, Jacques Fayolle, Jérémy Lardon, 
15: Ginés D. Guerrero, José M. Cecilia, José M. García 0001, 
15: Fahimeh Farahnakian, Juha Plosila, Pasi Liljeberg, 
15: Carlos Eduardo Pereira, Edison Pignaton de Freitas, Flávio Rech Wagner, 
15: Goichiro Hanaoka, Keita Emura, Yusuke Sakai, 
15: Alexander Seitel, Alfred M. Franz, Hans-Peter Meinzer, 
15: Alina Toma, Andreas Mang, Stefan Becker, 
15: Alina Toma, Andreas Mang, Thorsten M. Buzug, 
15: Alina Toma, Stefan Becker, Thorsten M. Buzug, 
15: Atsuo Takanishi, Hiroyuki Ishii, Kazuyuki Hatake, 
15: Atsuo Takanishi, Hiroyuki Ishii, Yohan Noh, 
15: Jean-Luc Danger, Sylvain Guilley, Zakaria Najm, 
15: Dirk Habich, Matthias Böhm 0001, Uwe Wloka, 
15: Dirk Habich, Uwe Wloka, Wolfgang Lehner, 
15: Matthias Böhm 0001, Uwe Wloka, Wolfgang Lehner, 
15: Bardia Mohabbati, Dragan Gasevic, Mohsen Asadi, 
15: Jianting Zhang, Le Gruenwald, Simin You, 
15: Leonard Barolli, Makoto Takizawa, Valbona Barolli, 
15: Alok N. Choudhary, Prithviraj Banerjee, U. Nagaraj Shenoy, 
15: Francesco Tufano, Mario Vento, Pasquale Foggia, 
15: Albert Hung-Ren Ko, Alceu de Souza Britto Jr., Robert Sabourin, 
15: Gennaro Percannella, Mario Vento, Massimo De Santo, 
15: Angel R. Francés, Antonio Quintero, Eladio Domínguez, 
15: Matthias Renz, Peer Kröger, Peter Kunath, 
15: Dario Della Monica, Davide Bresolin, Guido Sciavicco, 
15: María Alpuente, Salvador Lucas, Santiago Escobar, 
15: Guido Boella, Leendert W. N. van der Torre, Matteo Baldoni, 
15: Gianluigi Zavattaro, Nadia Busi, Roberto Gorrieri, 
15: Chansup Byun, Julie Mullen, William Arcand, 
15: Congfeng Jiang, Jian Wan, Xianghua Xu, 
15: Andreas Timm-Giel, Carmelita Görg, Thushara Weerawardane, 
15: Andreas S. Pomportsis, Georgios I. Papadimitriou, Panagiotis G. Sarigiannidis, 
15: Artsiom Yautsiukhin, Fabio Martinelli, Leanid Krautsevich, 
15: Jaroslav Koca, Radka Svobodová Vareková, Stanislav Geidl, 
15: Andreas Jahn, Andreas Zell, Georg Hinselmann, 
15: Fabrizio Frati, Giordano Da Lozzo, Patrizio Angelini, 
15: Hideaki Haneishi, Norimichi Tsumura, Yoichi Miyake, 
15: Andrew Prout, David Bestor, Julie Mullen, 
15: Graham A. Wright, Maxime Sermesant, Mihaela Pop, 
15: Pratish Datta, Ratna Dutta, Sourav Mukhopadhyay, 
15: Ivan Damgård, Louis Salvail, Serge Fehr, 
15: James F. Cremer, Jodie M. Plumert, Joseph K. Kearney, 
15: Goichiro Hanaoka, Hideki Imai, Rui Zhang 0002, 
15: A. Adam Ding, Pei Luo, Yunsi Fei, 
15: Antonio Puliafito, Francesco Tusa, Massimo Villari, 
15: Keita Matsuo, Leonard Barolli, Tetsuya Oda, 
15: Leonard Barolli, Shinji Sakamoto, Yi Liu, 
15: Gjergji Mino, Leonard Barolli, Tao Yang, 
15: Damien Chablat, Fouad Bennis, Wei Zhang 0006, 
15: Hong Mei, Lu Zhang 0023, Xiaoyin Wang, 
15: Changhoon Lee, Jongsung Kim, Seokhie Hong, 
15: June M. Verner, Karl Cox, Steven J. Bleistein, 
15: Carlos José Pereira de Lucena, Cláudio Sant'Anna, Uirá Kulesza, 
15: James Miller, Marc Roper, Murray Wood, 
15: Andres Fortier, Gustavo Rossi, Silvia E. Gordillo, 
15: Bala Srinivasan, David Taniar, J. Wenny Rahayu, 
15: Iván M. Jorrín-Abellán, Juan I. Asensio-Pérez, Yannis A. Dimitriadis, 
15: Judy Kay, Kalina Yacef, Roberto Martínez Maldonado, 
15: Jianwen Su, Tevfik Bultan, Xiang Fu, 
15: Bastian Blywis, Felix Juraschek, Mesut Günes, 
15: Jinsung Cho, Sungyoung Lee, Xiaoling Wu, 
15: Dominique Duval, Jean-Claude Reynaud, Jean-Guillaume Dumas, 
15: Eric SanJuan, Patrice Bellot, Véronique Moriceau, 
15: Patrice Bellot, Véronique Moriceau, Xavier Tannier, 
15: Ernesto Jiménez-Ruiz, Ian Horrocks, Martin Giese, 
15: Arvind Gupta, Ján Manuch, Ladislav Stacho, 
15: André Inácio Reis, Mayler G. A. Martins, Renato P. Ribas, 
15: Andrea Roli, Marco Villani, Roberto Serra, 
15: Marcel A. Kossel, Peter Buchmann, Thomas Morf, 
15: Dirk Vermeir, Jeroen Janssen, Martine De Cock, 
15: Christian von Mering, Lars Juhl Jensen, Michael Kuhn 0004, 
15: José Barata, Luís Correia, Pedro F. Santana, 
15: Dimitri Van Cauwelaert, Peter Veelaert, Wilfried Philips, 
15: George Bosilca, Jack J. Dongarra, Thomas Hérault, 
15: G. M. Lathrop, J. M. Lalouel, R. White, 
15: Conrad Steenberg, Frank van Lingen, Harvey B. Newman, 
15: Conrad Steenberg, Frank van Lingen, Michael Thomas, 
15: Weiming Hu, Xi Li, Xiaoqin Zhang, 
15: Mohammad Azizur Rahman, Shuzo Kato, Zhou Lan, 
15: Bernhard Raaf, Jyri Hämäläinen, Ömer Bulakci, 
15: Emilio Soler, Juan Trujillo, Mario Piattini, 
15: Antonio Rosa, David Bestor, Jeremy Kepner, 
15: Guy Pujolle, Rami Langar, Raouf Boutaba, 
